session,verdict,C1,C2,C3,C4,C5,C7,tar_bytes_now,wfz_bytes_now,b2_wfz_bytes,notes
AL_0039/2025-05-26/1,PASS,pass,pass,pass,pass,pass,pass,69240681984,29097362751,29097362751,
AL_0039/2025-06-05/1,PASS,pass,pass,pass,pass,pass,pass,230666632704,92966091452,92966091452,
AL_0039/2025-06-10/1,PASS,pass,pass,pass,pass,pass,pass,112635870720,42874375488,42874375488,
AL_0039/2025-06-10/2,PASS,pass,pass,pass,pass,pass,pass,69617217024,26441760536,26441760536,
AL_0039/2025-06-10/5,PASS,pass,pass,pass,pass,pass,pass,54969054720,20707949256,20707949256,
AL_0039/2025-06-12/1,PASS,pass,pass,pass,pass,pass,pass,114193903104,45810629709,45810629709,
AL_0039/2025-06-12/2,PASS,pass,pass,pass,pass,pass,pass,32392140288,12885453507,12885453507,
AL_0039/2025-06-17/1,PASS,pass,pass,pass,pass,pass,pass,204554085888,81870200196,81870200196,
AL_0039/2025-06-18/2,PASS,pass,pass,pass,pass,pass,pass,209254761984,80933265821,80933265821,
AL_0039/2025-06-19/1,PASS,pass,pass,pass,pass,pass,pass,229035824640,93183732238,93183732238,
AL_0039/2025-06-20/3,PASS,pass,pass,pass,pass,pass,pass,235712202240,96217221427,96217221427,
AL_0039/2025-06-25/1,PASS,pass,pass,pass,pass,pass,pass,213690281472,85151734904,85151734904,
AL_0039/2025-06-26/1,PASS,pass,pass,pass,pass,pass,pass,193028316672,74665774902,74665774902,
AL_0039/2025-06-27/1,PASS,pass,pass,pass,pass,pass,pass,176272823808,68429933719,68429933719,
AL_0039/2025-07-01/1,PASS,pass,pass,pass,pass,pass,pass,184528117248,72640159655,72640159655,
AL_0039/2025-07-02/1,PASS,pass,pass,pass,pass,pass,pass,178862372352,70472290794,70472290794,
AL_0039/2025-07-03/1,PASS,pass,pass,pass,pass,pass,pass,201724061184,79419635591,79419635591,
AL_0039/2025-07-04/1,PASS,pass,pass,pass,pass,pass,pass,114618533376,44463736848,44463736848,
AL_0039/2025-07-04/2,PASS,pass,pass,pass,pass,pass,pass,120115312128,47227534878,47227534878,
AL_0039/2025-07-05/2,PASS,pass,pass,pass,pass,pass,pass,182746695168,71769598696,71769598696,
AL_0039/2025-07-05/3,PASS,pass,pass,pass,pass,pass,pass,133595266560,53095200169,53095200169,
AL_0039/2025-07-06/1,PASS,pass,pass,pass,pass,pass,pass,115632963072,46647983107,46647983107,
AL_0039/2025-07-06/3,PASS,pass,pass,pass,pass,pass,pass,126452491776,50759928250,50759928250,
AL_0039/2025-07-06/4,PASS,pass,pass,pass,pass,pass,pass,116109485568,46524148269,46524148269,
AL_0039/2025-07-06/6,PASS,pass,pass,pass,pass,pass,pass,115524748800,46243372898,46243372898,
AL_0039/2025-09-30/1,PASS,pass,pass,pass,pass,pass,pass,25798663680,9826585939,9826585939,
AL_0039/2025-09-30/4,PASS,pass,pass,pass,pass,pass,pass,85419032064,32169831552,32169831552,
AL_0039/2025-09-30/6,PASS,pass,pass,pass,pass,pass,pass,18452756480,6928775741,6928775741,
AL_0039/2025-10-01/1,REFUSE,pass,pass,fail,pass,pass,pass,206136801280,78864506034,78864506034,C3: format_version=2 sha=False
AL_0039/2025-10-02/1,PASS,pass,pass,pass,pass,pass,pass,269791471616,102737582949,102737582949,
AL_0039/2025-10-03/1,PASS,pass,pass,pass,pass,pass,pass,218444748288,73752810761,73752810761,
AL_0041/2025-10-08/2,PASS,pass,pass,pass,pass,pass,pass,11590952448,4458290496,4458290496,
AL_0041/2025-10-16/1,PASS,pass,pass,pass,pass,pass,pass,47094093312,18380325637,18380325637,
AL_0041/2025-10-17/1,PASS,pass,pass,pass,pass,pass,pass,57423810048,23230873516,23230873516,
AL_0041/2025-10-28/1,PASS,pass,pass,pass,pass,pass,pass,47080803840,18554819263,18554819263,
AL_0041/2025-11-03/1,PASS,pass,pass,pass,pass,pass,pass,143040284160,57342460698,57342460698,
AL_0041/2025-11-05/1,PASS,pass,pass,pass,pass,pass,pass,30766049792,12308417171,12308417171,
AL_0041/2025-11-05/2,PASS,pass,pass,pass,pass,pass,pass,1714283008,694823924,694823924,
AL_0041/2025-11-05/3,PASS,pass,pass,pass,pass,pass,pass,92385398272,37100606436,37100606436,
AL_0041/2025-11-07/1,PASS,pass,pass,pass,pass,pass,pass,117167581184,49064763826,49064763826,
AL_0041/2025-11-12/1,PASS,pass,pass,pass,pass,pass,pass,97562139136,40562413153,40562413153,
AL_0041/2025-11-12/2,PASS,pass,pass,pass,pass,pass,pass,93342031360,38668622287,38668622287,
AL_0041/2025-11-20/2,PASS,pass,pass,pass,pass,pass,pass,128347823616,50889873274,50889873274,
AL_0041/2025-11-21/1,PASS,pass,pass,pass,pass,pass,pass,116258201088,46679436091,46679436091,
AL_0041/2025-11-21/3,PASS,pass,pass,pass,pass,pass,pass,33722985984,13417087954,13417087954,
AL_0041/2025-12-02/1,PASS,pass,pass,pass,pass,pass,pass,69476421120,28617614411,28617614411,
AL_0041/2025-12-02/2,PASS,pass,pass,pass,pass,pass,pass,71695383040,29691304120,29691304120,
AL_0041/2025-12-10/1,PASS,pass,pass,pass,pass,pass,pass,100912865792,40106040938,40106040938,
AL_0041/2026-01-28/1,PASS,pass,pass,pass,pass,pass,pass,17768658432,7041494282,7041494282,
AL_0041/2026-01-28/3,PASS,pass,pass,pass,pass,pass,pass,114729278976,41874045834,41874045834,
AL_0041/2026-02-07/2,PASS,pass,pass,pass,pass,pass,pass,83059481088,32407920912,32407920912,
AL_0041/2026-02-07/3,PASS,pass,pass,pass,pass,pass,pass,24644602368,9614355093,9614355093,
AL_0041/2026-02-09/3,PASS,pass,pass,pass,pass,pass,pass,84743632384,35881268590,35881268590,
AL_0041/2026-02-10/1,PASS,pass,pass,pass,pass,pass,pass,138029476352,59711158849,59711158849,
AL_0041/2026-02-10/2,PASS,pass,pass,pass,pass,pass,pass,86948156928,37373274353,37373274353,
AL_0041/2026-02-17/1,PASS,pass,pass,pass,pass,pass,pass,153899048448,57739565667,57739565667,
AL_0041/2026-02-19/2,PASS,pass,pass,pass,pass,pass,pass,146498078208,56138860310,56138860310,
AL_0041/2026-02-21/3,PASS,pass,pass,pass,pass,pass,pass,83097143808,33085909551,33085909551,
AL_0041/2026-02-21/4,PASS,pass,pass,pass,pass,pass,pass,84403412480,33592798031,33592798031,
AL_0041/2026-02-24/1,PASS,pass,pass,pass,pass,pass,pass,125717140992,45166216765,45166216765,
AL_0041/2026-02-27/1,PASS,pass,pass,pass,pass,pass,pass,141174313472,55354378228,55354378228,
AL_0041/2026-02-27/2,PASS,pass,pass,pass,pass,pass,pass,14589283840,5665937869,5665937869,
AL_0041/2026-02-28/2,PASS,pass,pass,pass,pass,pass,pass,143093856768,55745430238,55745430238,
AL_0041/2026-02-28/4,PASS,pass,pass,pass,pass,pass,pass,34644682240,13479209736,13479209736,
AL_0041/2026-03-05/3,PASS,pass,pass,pass,pass,pass,pass,59276101120,23045802298,23045802298,
AL_0041/2026-03-06/2,PASS,pass,pass,pass,pass,pass,pass,53643641344,20855683517,20855683517,
AL_0041/2026-03-10/2,PASS,pass,pass,pass,pass,pass,pass,33543047680,12839864035,12839864035,
AL_0041/2026-03-10/3,PASS,pass,pass,pass,pass,pass,pass,28712176128,11028587822,11028587822,
AL_0041/2026-03-10/4,PASS,pass,pass,pass,pass,pass,pass,32791048704,12611560840,12611560840,
AL_0041/2026-03-16/2,PASS,pass,pass,pass,pass,pass,pass,96124678656,36532029770,36532029770,
AL_0041/2026-03-19/1,PASS,pass,pass,pass,pass,pass,pass,106373332480,40108630370,40108630370,
AL_0041/2026-03-23/2,PASS,pass,pass,pass,pass,pass,pass,26015525376,9843549186,9843549186,
AL_0041/2026-03-23/3,PASS,pass,pass,pass,pass,pass,pass,30135826944,11603447099,11603447099,
AL_0041/2026-03-23/5,PASS,pass,pass,pass,pass,pass,pass,54930450944,21153748948,21153748948,
AL_0041/2026-03-24/1,PASS,pass,pass,pass,pass,pass,pass,93584328192,34826999232,34826999232,
AL_0041/2026-03-24/6,PASS,pass,pass,pass,pass,pass,pass,39699019264,14667715902,14667715902,
AL_0041/2026-04-07/4,PASS,pass,pass,pass,pass,pass,pass,15069483520,5788954432,5788954432,
AL_0041/2026-04-07/5,PASS,pass,pass,pass,pass,pass,pass,11814796800,4535125805,4535125805,
AL_0041/2026-04-07/6,PASS,pass,pass,pass,pass,pass,pass,15326845440,5885840495,5885840495,
AL_0041/2026-04-13/2,PASS,pass,pass,pass,pass,pass,pass,25267920384,9742165820,9742165820,
AL_0041/2026-04-13/3,PASS,pass,pass,pass,pass,pass,pass,37781359104,14569268829,14569268829,
AL_0041/2026-04-13/4,PASS,pass,pass,pass,pass,pass,pass,36996719104,14216432807,14216432807,
AL_0041/2026-04-13/5,PASS,pass,pass,pass,pass,pass,pass,51785613824,19881704766,19881704766,
AL_0041/2026-04-13/6,PASS,pass,pass,pass,pass,pass,pass,28000978432,10736312217,10736312217,
AL_0041/2026-04-13/7,PASS,pass,pass,pass,pass,pass,pass,24572415488,9416767025,9416767025,
AL_0041/2026-04-15/2,PASS,pass,pass,pass,pass,pass,pass,117080882688,44196203579,44196203579,
AL_0041/2026-04-16/1,PASS,pass,pass,pass,pass,pass,pass,164328752640,61672924287,61672924287,
AL_0041/2026-04-22/1,PASS,pass,pass,pass,pass,pass,pass,18965350400,7325624474,7325624474,
AL_0041/2026-04-22/3,PASS,pass,pass,pass,pass,pass,pass,106548026880,40965110194,40965110194,
AL_0041/2026-04-23/1,PASS,pass,pass,pass,pass,pass,pass,29590593024,11216719252,11216719252,
AL_0041/2026-04-23/3,PASS,pass,pass,pass,pass,pass,pass,104742557184,39657712955,39657712955,
AL_0041/2026-05-26/1,PASS,pass,pass,pass,pass,pass,pass,247253159424,93744301772,93744301772,
AL_0041/2026-05-27/1,PASS,pass,pass,pass,pass,pass,pass,273784641024,103444599577,103444599577,
AL_0045/2026-01-29/2,PASS,pass,pass,pass,pass,pass,pass,161347481088,57631731203,57631731203,
AL_0045/2026-01-30/1,PASS,pass,pass,pass,pass,pass,pass,232043042304,81766777973,81766777973,
AL_0045/2026-02-05/1,REFUSE,pass,pass,fail,pass,pass,pass,91951757824,32905807872,32905807872,C3: format_version=2 sha=False
AL_0045/2026-02-06/1,PASS,pass,pass,pass,pass,pass,pass,82021989888,28288451751,28288451751,
AL_0045/2026-02-09/1,REFUSE,pass,pass,fail,pass,pass,pass,60355730432,20945955617,20945955617,C3: format_version=2 sha=False
AL_0046/2026-02-11/1,PASS,pass,pass,pass,pass,pass,pass,36698562048,14113596539,14113596539,
AL_0046/2026-02-12/1,PASS,pass,pass,pass,pass,pass,pass,220384378368,79572518795,79572518795,
AL_0046/2026-02-18/1,PASS,pass,pass,pass,pass,pass,pass,76032867840,30066236893,30066236893,
AL_0046/2026-02-18/3,PASS,pass,pass,pass,pass,pass,pass,154372406784,60901961030,60901961030,
AL_0046/2026-02-19/1,PASS,pass,pass,pass,pass,pass,pass,80664565248,30060407028,30060407028,
AL_0046/2026-02-19/2,PASS,pass,pass,pass,pass,pass,pass,62571265536,22984106608,22984106608,
AL_0046/2026-02-22/1,PASS,pass,pass,pass,pass,pass,pass,237278461440,90569317533,90569317533,
AL_0046/2026-03-02/1,REFUSE,pass,pass,fail,pass,pass,pass,92707992064,33862134379,33862134379,C3: format_version=2 sha=False
AL_0046/2026-03-03/1,PASS,pass,pass,pass,pass,pass,pass,95185528320,32326072216,32326072216,
AL_0046/2026-03-04/1,PASS,pass,pass,pass,pass,pass,pass,92640910848,30480411605,30480411605,
AL_0046/2026-03-05/3,PASS,pass,pass,pass,pass,pass,pass,79458387456,26347491728,26347491728,
AL_0047/2026-02-25/1,PASS,pass,pass,pass,pass,pass,pass,18636903936,6428493414,6428493414,
AL_0047/2026-02-27/1,PASS,pass,pass,pass,pass,pass,pass,75082987008,27184647636,27184647636,
AL_0047/2026-02-27/3,PASS,pass,pass,pass,pass,pass,pass,69556465152,25444355964,25444355964,
AL_0048/2026-06-05/2,PASS,pass,pass,pass,pass,pass,pass,23694874112,8771539066,8771539066,
AL_0048/2026-06-07/1,PASS,pass,pass,pass,pass,pass,pass,51576585728,20028145091,20028145091,
AL_0048/2026-06-11/1,PASS,pass,pass,pass,pass,pass,pass,4249611776,1628864579,1628864579,
AL_0048/2026-06-11/2,PASS,pass,pass,pass,pass,pass,pass,20920387072,8016457478,8016457478,
AL_0048/2026-06-11/3,PASS,pass,pass,pass,pass,pass,pass,8024044032,3070902422,3070902422,
AL_0048/2026-06-11/4,PASS,pass,pass,pass,pass,pass,pass,3331896832,1276669694,1276669694,
AL_0048/2026-06-11/5,PASS,pass,pass,pass,pass,pass,pass,12898855424,4982353440,4982353440,
AL_0048/2026-06-11/6,PASS,pass,pass,pass,pass,pass,pass,18659368448,7223721424,7223721424,
AL_0048/2026-06-12/4,PASS,pass,pass,pass,pass,pass,pass,39626204672,15198167505,15198167505,
AL_0048/2026-06-20/1,PASS,pass,pass,pass,pass,pass,pass,50766837248,19848691344,19848691344,
AL_0048/2026-06-20/2,PASS,pass,pass,pass,pass,pass,pass,34349029888,13388958546,13388958546,
AL_0048/2026-06-24/2,PASS,pass,pass,pass,pass,pass,pass,120553231872,46843361192,46843361192,
AL_0048/2026-06-24/5,PASS,pass,pass,pass,pass,pass,pass,55929768448,21598837251,21598837251,
AL_0048/2026-07-01/4,PASS,pass,pass,pass,pass,pass,pass,121280355840,46972334134,46972334134,
AL_0048/2026-07-01/6,PASS,pass,pass,pass,pass,pass,pass,59310625280,23045603166,23045603166,
AL_0048/2026-07-10/3,PASS,pass,pass,pass,pass,pass,pass,257381002752,99197475690,99197475690,
AL_0048/2026-07-14/1,PASS,pass,pass,pass,pass,pass,pass,142241423872,55903875696,55903875696,
AL_0048/2026-07-15/1,PASS,pass,pass,pass,pass,pass,pass,195134381568,74082381893,74082381893,
AL_0048/2026-07-21/1,PASS,pass,pass,pass,pass,pass,pass,188313601536,73531455035,73531455035,
AL_0048/2026-07-29/2,PASS,pass,pass,pass,pass,pass,pass,68846198272,27161359158,27161359158,
AL_0050/2026-05-06/1,PASS,pass,pass,pass,pass,pass,pass,12656008704,4845189893,4845189893,
AL_0050/2026-06-25/1,PASS,pass,pass,pass,pass,pass,pass,25372134912,10096152003,10096152003,
AL_0050/2026-07-29/1,PASS,pass,pass,pass,pass,pass,pass,28355008000,12138129656,12138129656,
AL_0050/2026-07-29/2,PASS,pass,pass,pass,pass,pass,pass,25837882880,11063819330,11063819330,
AL_0050/2026-07-29/3,PASS,pass,pass,pass,pass,pass,pass,53133939200,22694315498,22694315498,
AL_0051/2026-07-29/2,PASS,pass,pass,pass,pass,pass,pass,69433736704,28203275219,28203275219,
DO_0005/2020-11-16/1,PASS,pass,pass,pass,pass,pass,pass,103030210048,46723942768,46723942768,
DO_0005/2020-12-03/1,PASS,pass,pass,pass,pass,pass,pass,102052393472,45562411121,45562411121,
DO_0005/2021-03-03/1,PASS,pass,pass,pass,pass,pass,pass,87958465024,40972916106,40972916106,
FD_001/2025-05-14/1,PASS,pass,pass,pass,pass,pass,pass,30468963840,10388522672,10388522672,
FD_001/2025-05-20/1,PASS,pass,pass,pass,pass,pass,pass,85002628608,29711762257,29711762257,
FD_001/2025-05-30/1,PASS,pass,pass,pass,pass,pass,pass,29520981504,10400227455,10400227455,
FD_001/2025-06-11/3,PASS,pass,pass,pass,pass,pass,pass,51386592768,18016975879,18016975879,
FD_001/2025-07-27/1,PASS,pass,pass,pass,pass,pass,pass,54307112448,17757574577,17757574577,
FD_001/2025-07-28/1,PASS,pass,pass,pass,pass,pass,pass,65219667456,21535720170,21535720170,
FD_001/2025-08-13/1,PASS,pass,pass,pass,pass,pass,pass,108242118144,35846012725,35846012725,
FD_001/2025-08-18/1,PASS,pass,pass,pass,pass,pass,pass,91647997440,30017297862,30017297862,
FD_001/2025-08-22/1,PASS,pass,pass,pass,pass,pass,pass,113815469568,35191710944,35191710944,
FD_001/2025-10-03/1,PASS,pass,pass,pass,pass,pass,pass,96563836416,31576901372,31576901372,
FD_001/2025-10-08/1,PASS,pass,pass,pass,pass,pass,pass,25751834112,8799853714,8799853714,
FD_001/2025-10-08/4,PASS,pass,pass,pass,pass,pass,pass,99990621696,34375347209,34375347209,
FD_001/2025-10-09/1,PASS,pass,pass,pass,pass,pass,pass,28753356288,9866960450,9866960450,
FD_001/2025-10-09/3,PASS,pass,pass,pass,pass,pass,pass,91711913472,32070328737,32070328737,
FD_001/2025-10-10/2,PASS,pass,pass,pass,pass,pass,pass,20123426304,6783498985,6783498985,
FD_001/2025-10-10/4,PASS,pass,pass,pass,pass,pass,pass,92831393280,31052558626,31052558626,
FD_001/2025-10-13/1,PASS,pass,pass,pass,pass,pass,pass,26938394112,8991863717,8991863717,
FD_001/2025-10-13/3,PASS,pass,pass,pass,pass,pass,pass,90730391040,29829301456,29829301456,
FD_001/2025-10-16/1,PASS,pass,pass,pass,pass,pass,pass,31385304576,10823346315,10823346315,
FD_003/2025-06-18/1,PASS,pass,pass,pass,pass,pass,pass,50267112960,17248098450,17248098450,
FD_003/2025-06-24/3,PASS,pass,pass,pass,pass,pass,pass,50543027712,17451525793,17451525793,
FD_003/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,46870070784,16540217977,16540217977,
FD_003/2025-07-27/1,PASS,pass,pass,pass,pass,pass,pass,50982213120,17651914493,17651914493,
FD_003/2025-09-10/1,PASS,pass,pass,pass,pass,pass,pass,63990074880,21985012455,21985012455,
FD_003/2025-09-11/1,PASS,pass,pass,pass,pass,pass,pass,92966819328,32271933928,32271933928,
FD_003/2025-09-12/1,PASS,pass,pass,pass,pass,pass,pass,52551636480,18121491036,18121491036,
FD_003/2025-09-13/3,PASS,pass,pass,pass,pass,pass,pass,19632981504,6451380783,6451380783,
FD_003/2025-09-13/8,PASS,pass,pass,pass,pass,pass,pass,53753384448,17666198116,17666198116,
FD_004/2025-07-20/1,PASS,pass,pass,pass,pass,pass,pass,34821582336,12149289964,12149289964,
FD_004/2025-07-28/1,PASS,pass,pass,pass,pass,pass,pass,62682011136,22662254456,22662254456,
FD_004/2025-08-13/1,PASS,pass,pass,pass,pass,pass,pass,81503067648,28805007772,28805007772,
FD_004/2025-08-14/1,PASS,pass,pass,pass,pass,pass,pass,95682301440,32551477249,32551477249,
FD_004/2025-08-19/1,PASS,pass,pass,pass,pass,pass,pass,42046625280,14836063761,14836063761,
FD_004/2025-08-20/3,PASS,pass,pass,pass,pass,pass,pass,62696566272,20864298500,20864298500,
FD_004/2025-08-20/6,PASS,pass,pass,pass,pass,pass,pass,13420469760,4463156750,4463156750,
FD_004/2025-08-22/1,PASS,pass,pass,pass,pass,pass,pass,5378440704,1794536021,1794536021,
FD_004/2025-08-22/4,PASS,pass,pass,pass,pass,pass,pass,61349899776,20118134008,20118134008,
FD_004/2025-10-03/1,PASS,pass,pass,pass,pass,pass,pass,104259073536,36724829558,36724829558,
FD_004/2025-10-17/1,PASS,pass,pass,pass,pass,pass,pass,99210339840,36437389666,36437389666,
FD_004/2025-10-17/7,PASS,pass,pass,pass,pass,pass,pass,23161652736,8497705960,8497705960,
FD_004/2025-10-22/1,PASS,pass,pass,pass,pass,pass,pass,86447390720,29948736665,29948736665,
FD_004/2025-11-14/4,PASS,pass,pass,pass,pass,pass,pass,115457669120,42165363056,42165363056,
FD_004/2025-11-17/1,PASS,pass,pass,pass,pass,pass,pass,121018368000,43964377439,43964377439,
FD_005/2025-08-15/5,PASS,pass,pass,pass,pass,pass,pass,24898776576,7824215072,7824215072,
FD_005/2025-08-18/1,PASS,pass,pass,pass,pass,pass,pass,73859089920,23368641966,23368641966,
FD_005/2025-11-04/2,PASS,pass,pass,pass,pass,pass,pass,80479778304,27770134250,27770134250,
FD_005/2025-11-26/1,PASS,pass,pass,pass,pass,pass,pass,76054384128,27808962760,27808962760,
FD_005/2025-12-19/1,PASS,pass,pass,pass,pass,pass,pass,117125813760,40633421510,40633421510,
FD_005/2025-12-29/1,PASS,pass,pass,pass,pass,pass,pass,93690146304,31754067304,31754067304,
FD_005/2026-01-02/1,PASS,pass,pass,pass,pass,pass,pass,97070102016,33924677903,33924677903,
FD_005/2026-01-29/3,PASS,pass,pass,pass,pass,pass,pass,74239421952,24676631561,24676631561,
FD_005/2026-01-30/1,PASS,pass,pass,pass,pass,pass,pass,76747968000,23938331287,23938331287,
FD_005/2026-02-01/1,PASS,pass,pass,pass,pass,pass,pass,27506677248,9383364172,9383364172,
FD_005/2026-02-01/2,PASS,pass,pass,pass,pass,pass,pass,43318617600,14642759013,14642759013,
FD_005/2026-02-05/1,PASS,pass,pass,pass,pass,pass,pass,61276491264,20506502929,20506502929,
FD_005/2026-02-06/1,PASS,pass,pass,pass,pass,pass,pass,74752655360,25084760063,25084760063,
FD_005/2026-02-10/1,PASS,pass,pass,pass,pass,pass,pass,25087993344,8790075656,8790075656,
FD_005/2026-02-10/2,PASS,pass,pass,pass,pass,pass,pass,36983336448,12914573919,12914573919,
FD_006/2025-08-15/1,PASS,pass,pass,pass,pass,pass,pass,28691971584,9445323416,9445323416,
FD_006/2025-08-18/1,PASS,pass,pass,pass,pass,pass,pass,82844671488,27160523630,27160523630,
FD_006/2025-11-05/1,PASS,pass,pass,pass,pass,pass,pass,55010821632,19763986548,19763986548,
FD_006/2025-11-10/3,PASS,pass,pass,pass,pass,pass,pass,89602051584,32385371803,32385371803,
FD_006/2025-11-18/1,PASS,pass,pass,pass,pass,pass,pass,29092554240,10813119788,10813119788,
FD_006/2025-11-18/7,PASS,pass,pass,pass,pass,pass,pass,20318971392,7529417457,7529417457,
FD_006/2025-11-20/2,PASS,pass,pass,pass,pass,pass,pass,70009572864,30496636989,30496636989,
FD_006/2025-11-26/1,PASS,pass,pass,pass,pass,pass,pass,79180574208,29540890408,29540890408,
FD_006/2025-12-10/5,PASS,pass,pass,pass,pass,pass,pass,88164890112,31699283885,31699283885,
FD_006/2025-12-15/4,PASS,pass,pass,pass,pass,pass,pass,90465234432,33152547821,33152547821,
FD_007/2025-11-21/1,PASS,pass,pass,pass,pass,pass,pass,25912573440,8908493048,8908493048,
FD_007/2025-12-19/3,PASS,pass,pass,pass,pass,pass,pass,32785761792,11102929477,11102929477,
FD_007/2026-01-02/1,PASS,pass,pass,pass,pass,pass,pass,38828674560,12872787904,12872787904,
FD_007/2026-01-06/2,PASS,pass,pass,pass,pass,pass,pass,87094771200,29024239945,29024239945,
FD_008/2026-02-09/1,PASS,pass,pass,pass,pass,pass,pass,37983843840,14118072730,14118072730,
FD_008/2026-06-15/1,PASS,pass,pass,pass,pass,pass,pass,60256998912,23070829788,23070829788,
FD_008/2026-06-16/1,PASS,pass,pass,pass,pass,pass,pass,62849711616,24262633816,24262633816,
FD_008/2026-06-17/2,PASS,pass,pass,pass,pass,pass,pass,58299016704,22129418938,22129418938,
FD_008/2026-06-18/1,PASS,pass,pass,pass,pass,pass,pass,84932384256,32459671063,32459671063,
FD_008/2026-06-20/1,PASS,pass,pass,pass,pass,pass,pass,104761542144,39450960678,39450960678,
FD_008/2026-06-21/1,PASS,pass,pass,pass,pass,pass,pass,94792539648,35883447314,35883447314,
FD_008/2026-06-22/1,PASS,pass,pass,pass,pass,pass,pass,102123265536,38314931212,38314931212,
FD_008/2026-06-23/1,PASS,pass,pass,pass,pass,pass,pass,129329978880,48701976961,48701976961,
FD_008/2026-06-25/1,PASS,pass,pass,pass,pass,pass,pass,111746741760,41612118003,41612118003,
FD_008/2026-06-26/1,PASS,pass,pass,pass,pass,pass,pass,113981271552,42405328365,42405328365,
FD_009/2026-02-09/1,PASS,pass,pass,pass,pass,pass,pass,35586676224,13033774568,13033774568,
FD_009/2026-06-15/1,PASS,pass,pass,pass,pass,pass,pass,59459630592,22873456398,22873456398,
FD_009/2026-06-16/1,PASS,pass,pass,pass,pass,pass,pass,58312939008,22513029072,22513029072,
FD_009/2026-06-17/1,PASS,pass,pass,pass,pass,pass,pass,58955896320,22535489742,22535489742,
FD_009/2026-06-18/1,PASS,pass,pass,pass,pass,pass,pass,85965798912,32806991507,32806991507,
FD_009/2026-06-20/1,PASS,pass,pass,pass,pass,pass,pass,107497274880,41143617387,41143617387,
FD_009/2026-06-21/1,PASS,pass,pass,pass,pass,pass,pass,95129839104,36726764229,36726764229,
FD_009/2026-06-22/1,PASS,pass,pass,pass,pass,pass,pass,109456522752,41691224714,41691224714,
FD_009/2026-06-23/1,PASS,pass,pass,pass,pass,pass,pass,129286313472,48862742321,48862742321,
FD_009/2026-06-25/1,PASS,pass,pass,pass,pass,pass,pass,135270372864,51271688467,51271688467,
FD_009/2026-06-26/1,PASS,pass,pass,pass,pass,pass,pass,128283907584,48346806278,48346806278,
FD_010/2026-02-02/5,PASS,pass,pass,pass,pass,pass,pass,32086482432,10346750828,10346750828,
FD_010/2026-02-06/1,PASS,pass,pass,pass,pass,pass,pass,44116618752,15112314474,15112314474,
FD_010/2026-02-23/1,PASS,pass,pass,pass,pass,pass,pass,61394198016,21349933077,21349933077,
FD_010/2026-02-23/3,PASS,pass,pass,pass,pass,pass,pass,3007219200,1042939423,1042939423,
FD_010/2026-02-24/1,PASS,pass,pass,pass,pass,pass,pass,75940474368,24574680648,24574680648,
FD_011/2026-01-22/1,PASS,pass,pass,pass,pass,pass,pass,5038609920,1746895860,1746895860,
FD_011/2026-01-28/4,PASS,pass,pass,pass,pass,pass,pass,32562372096,10987766631,10987766631,
FD_011/2026-02-11/1,PASS,pass,pass,pass,pass,pass,pass,112004937216,38647409523,38647409523,
FD_011/2026-02-12/1,PASS,pass,pass,pass,pass,pass,pass,71580894720,24525332143,24525332143,
FD_011/2026-02-13/1,PASS,pass,pass,pass,pass,pass,pass,77923137024,25885005171,25885005171,
FD_011/2026-02-15/1,PASS,pass,pass,pass,pass,pass,pass,72611778048,24189208166,24189208166,
FD_011/2026-02-16/2,PASS,pass,pass,pass,pass,pass,pass,79032491520,26130920414,26130920414,
FD_011/2026-02-17/1,PASS,pass,pass,pass,pass,pass,pass,74291314176,24942385897,24942385897,
FD_011/2026-02-18/1,PASS,pass,pass,pass,pass,pass,pass,90367145472,32045469847,32045469847,
FD_011/2026-02-18/3,PASS,pass,pass,pass,pass,pass,pass,20021540352,7098272510,7098272510,
FD_011/2026-02-19/1,PASS,pass,pass,pass,pass,pass,pass,86241080832,29853664047,29853664047,
FD_011/2026-02-20/1,PASS,pass,pass,pass,pass,pass,pass,115719028224,40733995030,40733995030,
FD_011/2026-02-21/1,PASS,pass,pass,pass,pass,pass,pass,113708520960,39845151106,39845151106,
FD_011/2026-02-22/1,PASS,pass,pass,pass,pass,pass,pass,104650163712,36152038483,36152038483,
FD_011/2026-02-23/1,PASS,pass,pass,pass,pass,pass,pass,115552593408,40609022096,40609022096,
FD_011/2026-02-24/1,PASS,pass,pass,pass,pass,pass,pass,103736987136,34321986636,34321986636,
FD_011/2026-02-25/1,PASS,pass,pass,pass,pass,pass,pass,154289510400,51404634215,51404634215,
FD_011/2026-02-28/1,PASS,pass,pass,pass,pass,pass,pass,151387340800,53028007662,53028007662,
FD_011/2026-03-02/2,PASS,pass,pass,pass,pass,pass,pass,143778170880,49238370184,49238370184,
FD_011/2026-03-03/1,PASS,pass,pass,pass,pass,pass,pass,144416061440,44586924187,44586924187,
FD_011/2026-04-02/1,PASS,pass,pass,pass,pass,pass,pass,101841022464,35714360778,35714360778,
FD_011/2026-04-03/1,PASS,pass,pass,pass,pass,pass,pass,97720653312,33853350431,33853350431,
FD_011/2026-04-06/1,PASS,pass,pass,pass,pass,pass,pass,121137336320,39814009609,39814009609,
FD_011/2026-04-09/2,PASS,pass,pass,pass,pass,pass,pass,75572172800,24752831704,24752831704,
